,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
2806,2807,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79,16632
2681,2682,0.31,Ideal,G,VS1,61.5,56.0,4.43,4.39,2.71,802
9676,9677,1.16,Premium,H,SI2,62.1,58.0,6.72,6.65,4.15,3573
5727,5728,0.71,Ideal,D,SI1,61.5,56.0,5.7,5.75,3.52,2719
15811,15812,1.58,Ideal,E,SI1,,55.0,7.53,7.5,4.61,11294
10277,10278,0.32,Ideal,G,VVS1,61.7,56.0,4.39,4.42,2.72,779
3960,3961,0.34,Ideal,G,SI1,61.8,54.4,4.49,4.52,2.79,531
3314,3315,1.03,Ideal,G,SI1,61.6,57.0,6.53,6.46,4.0,4900
11909,11910,1.04,Very Good,G,VS1,63.1,57.0,6.39,6.44,4.05,6669
6187,6188,0.33,Very Good,F,SI1,61.2,58.1,4.48,4.51,2.75,544
19410,19411,1.51,Premium,H,SI2,62.5,57.0,7.36,7.26,4.57,7864
10826,10827,0.3,Premium,D,SI1,58.8,57.0,4.44,4.4,2.6,662
24571,24572,1.06,Premium,D,VS2,59.3,55.0,6.7,6.65,3.96,7479
7850,7851,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
15397,15398,0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
7456,7457,0.38,Ideal,F,VVS1,62.4,54.0,4.66,4.7,2.92,1096
23416,23417,0.31,Premium,E,SI1,62.7,58.0,4.33,4.31,2.71,698
19668,19669,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,625
16760,16761,1.22,Premium,F,VS2,62.3,57.0,6.84,6.8,4.25,8731
24764,24765,2.02,Very Good,G,SI2,63.3,59.0,8.05,7.96,5.07,13554
17742,17743,1.54,Ideal,G,VS2,60.8,57.0,7.44,7.46,4.53,15395
12694,12695,1.1,Ideal,I,SI1,62.1,57.0,6.6,6.64,4.11,5037
11291,11292,0.9,Very Good,H,SI2,62.3,61.0,6.15,6.17,3.84,3481
10243,10244,1.51,Fair,J,VS1,65.2,56.0,7.16,7.11,4.65,7139
22174,22175,1.59,Premium,F,VS2,60.2,60.0,7.62,7.59,4.58,15602
8278,8279,0.56,Ideal,D,VS2,62.7,57.0,5.25,5.28,3.3,1753
13631,13632,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
21656,21657,0.31,Very Good,G,VS1,63.2,56.0,4.29,4.28,2.71,802
14723,14724,1.03,Ideal,G,VVS2,61.6,57.0,6.48,6.51,4.0,7876
18862,18863,1.0,Very Good,G,SI2,,60.0,6.31,6.36,3.95,4142
18857,18858,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74,743
26063,26064,1.71,Ideal,G,VS2,61.8,57.0,7.7,7.6,4.73,16817
18957,18958,0.32,Very Good,G,VVS1,60.6,56.0,4.44,4.47,2.7,772
8151,8152,1.57,Premium,G,SI1,59.5,58.0,7.61,7.56,4.51,11113
9331,9332,0.97,Good,J,VS2,60.0,56.0,6.4,6.46,3.86,3717
3237,3238,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,782
10947,10948,0.23,Premium,E,VVS1,61.3,60.0,4.01,3.95,2.44,680
25386,25387,0.7,Ideal,G,SI1,60.9,56.0,5.73,5.79,3.51,2965
26101,26102,0.25,Very Good,F,VVS1,61.8,55.0,4.06,4.09,2.52,633
6624,6625,0.5,Very Good,E,SI2,62.8,55.0,5.05,5.08,3.18,1077
7668,7669,0.35,Premium,D,SI1,62.1,58.0,4.51,4.54,2.81,644
24311,24312,0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,1890
21430,21431,1.15,Premium,I,SI1,62.5,60.0,6.72,6.68,4.19,4939
23531,23532,1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11,4725
18499,18500,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
19817,19818,1.54,Premium,G,VS2,61.1,59.0,7.44,7.4,4.53,12308
14860,14861,0.9,Very Good,E,SI2,63.4,62.0,6.02,6.0,3.81,3084
7231,7232,0.3,Very Good,F,IF,62.0,58.0,4.28,4.3,2.66,886
9128,9129,2.01,Good,I,SI1,64.1,62.0,7.85,7.94,5.06,13464
22898,22899,1.07,Ideal,F,SI1,61.9,56.0,6.55,6.61,4.07,5264
21935,21936,0.63,Ideal,E,VS1,61.5,56.0,5.53,5.5,3.39,2526
1077,1078,2.06,Ideal,I,VS2,59.2,57.0,8.39,8.29,4.94,15691
6857,6858,0.9,Good,H,SI2,62.7,64.0,6.09,6.0,3.79,2883
21347,21348,0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,561
9586,9587,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,7659
22901,22902,0.73,Premium,H,SI1,62.2,57.0,5.8,5.77,3.6,2107
3207,3208,0.54,Ideal,E,SI1,61.5,57.0,5.25,5.22,3.22,1637
9614,9615,0.32,Ideal,F,VS2,62.8,53.0,4.38,4.34,2.74,828
10646,10647,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589
26953,26954,1.02,Premium,G,SI1,62.3,59.0,6.44,6.4,4.0,4718
7172,7173,0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,1667
14384,14385,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
2150,2151,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,6412
13069,13070,0.7,Good,E,VS2,64.1,59.0,5.64,5.59,3.6,2777
21479,21480,0.7,Premium,E,VS1,62.7,60.0,5.64,5.59,3.52,2695
7563,7564,0.9,Premium,E,SI2,62.6,60.0,6.18,6.09,3.84,3599
3489,3490,1.08,Premium,I,VS1,62.5,57.0,6.54,6.51,4.08,4877
26319,26320,1.51,Ideal,E,VS2,61.2,57.0,7.47,7.37,4.54,15025
25314,25315,0.32,Good,D,SI1,63.5,55.0,4.31,4.35,2.75,589
9037,9038,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
5859,5860,0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
11625,11626,0.72,Premium,D,SI1,60.4,59.0,5.77,5.72,3.47,2691
5923,5924,0.52,Ideal,E,SI1,61.1,57.0,5.2,5.17,3.16,1656
8157,8158,1.53,Very Good,E,VS1,60.7,60.0,7.38,7.52,4.52,14931
2380,2381,0.53,Premium,D,VS1,59.2,60.0,5.37,5.31,3.16,2147
23859,23860,1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,7140
8193,8194,0.55,Ideal,I,VVS1,62.7,57.0,5.23,5.17,3.26,1712
26295,26296,0.35,Premium,I,VS1,61.1,60.0,4.58,4.52,2.78,709
20719,20720,1.1,Very Good,I,SI1,63.5,57.0,6.55,6.53,4.15,3573
3529,3530,1.51,Premium,F,VS2,62.0,60.0,7.23,7.35,4.52,14165
4420,4421,1.21,Ideal,J,VS1,61.8,56.2,6.78,6.86,4.2,5604
604,605,1.01,Ideal,J,VS2,62.3,55.0,6.4,6.44,4.0,4425
4149,4150,1.01,Good,D,SI2,63.6,57.0,6.39,6.35,4.05,4805
15429,15430,1.12,Very Good,H,SI2,61.7,59.0,6.67,6.71,4.13,5375
18867,18868,0.65,Good,F,VS1,61.7,60.3,5.53,5.57,3.42,2406
15546,15547,1.24,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23,4858
11677,11678,0.9,Ideal,D,VS2,61.2,56.0,6.2,6.26,3.81,6689
875,876,0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,534
12872,12873,0.31,Ideal,H,IF,62.0,54.0,4.38,4.4,2.72,789
12408,12409,0.4,Ideal,J,SI1,62.2,57.0,4.71,4.74,2.94,552
20887,20888,1.7,Ideal,H,VS1,62.4,55.0,7.61,7.69,4.77,13823
2467,2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
10092,10093,0.41,Ideal,F,VS2,,57.0,4.78,4.73,2.98,1107
8460,8461,0.82,Ideal,E,SI1,61.8,53.0,6.02,6.05,3.73,3979
19689,19690,0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27,1819
7417,7418,0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689
3724,3725,1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55,14542
9688,9689,0.59,Ideal,E,SI1,61.7,56.0,5.35,5.45,3.33,1633
22822,22823,0.7,Very Good,H,VS2,62.1,55.0,5.66,5.71,3.53,2106
20812,20813,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,1619
26874,26875,0.34,Ideal,F,IF,61.9,55.0,4.49,4.52,2.79,1276
9504,9505,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2310
23373,23374,0.56,Very Good,E,VS2,62.1,57.0,5.27,5.3,3.28,1819
1365,1366,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
20396,20397,1.36,Ideal,F,VVS2,61.6,56.0,7.17,7.08,4.39,12608
575,576,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
3204,3205,0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,1846
1023,1024,1.5,Very Good,H,VS1,63.3,59.0,7.15,7.1,4.51,9173
21828,21829,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8,956
24113,24114,0.9,Fair,F,VS2,58.9,67.0,6.18,6.17,3.64,3992
4442,4443,1.04,Ideal,H,VS2,60.7,56.0,6.56,6.61,4.0,5805
24193,24194,0.32,Ideal,I,VS2,62.9,57.0,4.4,4.37,2.76,576
19060,19061,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,2726
13505,13506,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2557
15494,15495,0.43,Premium,F,SI1,60.6,59.0,4.87,4.84,2.94,1016
16263,16264,0.5,Ideal,G,VS2,62.2,54.1,5.07,5.12,3.17,1601
2065,2066,0.24,Premium,E,VS2,62.6,58.0,4.03,3.99,2.51,536
18508,18509,1.05,Ideal,G,SI1,59.7,56.0,6.67,6.64,3.97,5204
23881,23882,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88,833
913,914,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1415
9498,9499,0.32,Very Good,F,VVS2,62.5,55.0,4.39,4.42,2.75,778
5061,5062,0.32,Premium,G,VS2,60.2,57.0,4.45,4.42,2.67,720
1859,1860,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9744
509,510,1.1,Very Good,F,VS2,,59.0,6.56,6.6,4.08,6708
17597,17598,0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18,1613
12273,12274,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
16694,16695,2.04,Premium,H,SI1,58.0,59.0,8.4,8.27,4.83,14888
14366,14367,0.52,Ideal,D,SI1,62.4,57.0,5.18,5.14,3.22,1720
10448,10449,0.83,Ideal,F,SI1,62.1,55.0,6.0,6.05,3.74,3254
5245,5246,0.34,Premium,F,SI2,61.7,61.0,4.48,4.44,2.75,574
24194,24195,0.7,Very Good,F,VVS1,60.6,60.0,5.67,5.7,3.45,3536
2814,2815,0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22,2060
11963,11964,0.32,Very Good,H,VS2,62.3,57.0,4.37,4.39,2.73,505
16183,16184,0.35,Premium,E,VS2,60.4,60.0,4.52,4.55,2.74,767
22389,22390,1.04,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,5495
10989,10990,1.79,Premium,G,VS2,61.2,58.0,7.9,7.82,4.81,17358
8862,8863,0.7,Premium,H,VS2,61.8,60.0,5.68,5.71,3.52,2330
9926,9927,1.2,Very Good,F,VS1,62.6,59.0,6.64,6.71,4.18,8983
22097,22098,2.55,Good,H,SI2,63.7,59.0,8.66,8.57,5.49,14775
16706,16707,0.4,Ideal,F,SI2,61.0,56.0,4.76,4.81,2.92,731
12455,12456,1.0,Very Good,G,SI1,61.0,56.7,6.44,6.47,3.94,5522
2697,2698,0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,1097
4534,4535,0.32,Premium,H,VS2,62.7,58.0,4.35,4.33,2.72,605
23450,23451,0.72,Very Good,G,SI2,60.6,57.0,5.79,5.86,3.53,2114
20966,20967,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95,4749
8099,8100,0.3,Premium,G,VVS2,62.7,56.0,4.31,4.24,2.68,878
15778,15779,0.55,Very Good,D,SI2,63.2,56.0,5.24,5.21,3.3,1368
8492,8493,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624
24176,24177,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687
4550,4551,0.7,Good,G,SI1,63.7,60.0,5.57,5.51,3.53,2150
14666,14667,0.28,Ideal,D,VVS1,61.7,57.0,4.2,4.23,2.6,608
9960,9961,0.48,Fair,E,VS2,64.9,54.0,4.94,4.92,3.2,1215
2220,2221,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8,10635
10854,10855,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,1042
14990,14991,0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,1835
23460,23461,2.01,Ideal,H,VS1,61.9,57.0,8.15,8.05,5.01,17983
6620,6621,0.57,Premium,G,SI1,62.6,56.0,5.29,5.26,3.3,1915
14000,14001,1.15,Very Good,D,SI2,61.8,61.0,6.62,6.69,4.11,5186
5719,5720,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
902,903,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,4667
7104,7105,0.99,Very Good,F,SI1,62.5,58.0,6.36,6.38,3.98,5112
26626,26627,1.14,Ideal,G,VS2,60.5,60.0,6.77,6.75,4.09,7099
23649,23650,1.01,Good,E,VS2,62.6,58.0,6.33,6.36,3.97,6221
513,514,0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605
15002,15003,0.56,Very Good,F,SI1,63.2,56.0,5.29,5.24,3.33,1441
14101,14102,1.02,Ideal,G,VVS2,62.1,57.0,6.43,6.45,4.0,8401
2115,2116,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
14293,14294,1.0,Good,H,SI1,63.4,56.0,6.34,6.37,4.03,4389
11097,11098,0.36,Ideal,E,VS2,,57.0,4.55,4.59,2.82,684
3501,3502,0.5,Ideal,G,SI2,,57.0,5.1,5.13,3.14,1107
12188,12189,1.09,Premium,G,SI2,61.3,60.0,6.66,6.59,4.06,3601
5652,5653,2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,15897
251,252,0.24,Very Good,E,VVS2,60.0,57.0,4.07,4.1,2.45,552
7256,7257,0.3,Very Good,I,VS1,62.0,58.0,4.25,4.3,2.65,473
17537,17538,0.74,Ideal,F,VS2,62.1,56.0,5.79,5.83,3.61,3171
20105,20106,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,1662
22071,22072,0.51,Premium,G,SI2,59.9,60.0,5.14,5.07,3.06,1004
17973,17974,0.72,Ideal,H,VVS1,61.4,56.0,5.79,5.77,3.55,3124
21422,21423,1.06,Very Good,G,SI2,61.1,62.0,6.55,6.61,4.02,4162
24929,24930,1.16,Ideal,I,VS2,60.1,62.0,6.83,6.78,4.09,5587
1601,1602,0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,4466
10853,10854,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
2338,2339,0.3,Ideal,G,VVS2,61.8,57.0,4.31,4.33,2.67,850
3157,3158,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
19406,19407,0.28,Good,E,VS1,64.3,55.0,4.14,4.16,2.67,470
15508,15509,0.53,Good,E,SI1,62.6,64.0,5.13,5.22,3.24,1282
16712,16713,1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
13078,13079,0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67,789
21570,21571,0.8,Very Good,D,VS2,63.1,57.0,5.94,5.89,3.73,3135
7780,7781,1.05,Very Good,H,SI1,59.5,58.0,6.61,6.69,3.96,4608
6352,6353,1.0,Premium,D,VS1,61.0,58.0,6.46,6.42,3.93,7280
1256,1257,0.7,Premium,D,SI2,59.8,59.0,5.75,5.72,3.43,1806
12214,12215,0.71,Premium,E,SI1,63.0,58.0,5.72,5.68,3.59,2554
10615,10616,0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,1101
2992,2993,0.33,Ideal,G,VVS1,62.0,56.0,4.48,4.45,2.77,1114
263,264,2.11,Premium,G,SI2,62.2,60.0,8.19,8.15,5.08,16336
13114,13115,1.3,Very Good,H,VS1,61.9,56.0,6.97,7.05,4.34,7747
8863,8864,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,4548
24294,24295,0.32,Ideal,D,VVS1,61.8,56.0,4.37,4.4,2.71,910
1097,1098,0.23,Very Good,F,VVS2,62.9,57.0,3.9,3.95,2.47,505
4291,4292,0.5,Good,F,VS2,63.3,57.0,5.01,5.07,3.19,1436
13867,13868,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
15136,15137,1.06,Ideal,G,SI2,62.3,55.0,6.54,6.49,4.06,3936
3336,3337,1.7,Premium,H,VS2,62.4,57.0,7.6,7.54,4.72,13298
15409,15410,0.33,Very Good,E,SI1,59.1,59.0,4.54,4.59,2.7,540
8647,8648,0.9,Ideal,I,SI1,62.0,56.0,6.16,6.23,3.84,3537
21329,21330,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7148
26153,26154,1.01,Very Good,E,SI2,,58.0,6.45,6.49,3.94,4566
25738,25739,0.41,Very Good,G,SI1,62.9,56.0,4.7,4.75,2.97,719
16128,16129,0.7,Good,E,VS1,57.2,59.0,5.94,5.88,3.38,2826
10690,10691,0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67,608
26648,26649,0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64,605
24097,24098,1.21,Very Good,G,VS2,63.1,60.0,6.72,6.66,4.22,7416
23984,23985,0.3,Very Good,E,VS1,63.4,55.0,4.26,4.29,2.71,660
4705,4706,0.35,Ideal,F,IF,60.9,55.0,4.58,4.61,2.8,1312
13079,13080,0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
4510,4511,0.7,Very Good,H,VS2,63.2,57.0,5.58,5.62,3.54,2137
9345,9346,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
7339,7340,0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52,2271
3821,3822,1.25,Ideal,I,VS2,60.0,57.0,7.07,7.02,4.23,4795
24750,24751,1.02,Ideal,G,VS1,62.2,56.0,6.46,6.4,4.0,6683
10709,10710,1.01,Very Good,H,SI1,63.5,62.0,6.36,6.24,4.0,4513
6271,6272,1.03,Good,H,SI1,63.1,56.0,6.35,6.39,4.02,4326
10349,10350,0.31,Premium,G,SI1,62.6,58.0,4.34,4.29,2.7,593
4634,4635,1.07,Ideal,G,VS1,62.2,56.0,6.53,6.56,4.07,7748
1047,1048,0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73,828
4475,4476,1.17,Ideal,F,VS2,61.8,55.0,6.81,6.74,4.19,8072
25227,25228,0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,1436
2546,2547,0.81,Premium,E,SI2,62.5,59.0,5.97,5.9,3.71,2901
23478,23479,0.31,Premium,D,VS1,59.6,58.0,4.38,4.41,2.62,683
16487,16488,1.5,Very Good,F,I1,63.2,57.0,7.29,7.24,4.59,6028
11359,11360,0.51,Ideal,F,VS2,62.0,56.0,5.11,5.14,3.18,1595
15923,15924,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,1580
3012,3013,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
23071,23072,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,668
18737,18738,1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,8233
14700,14701,0.51,Premium,G,VVS2,61.7,58.0,5.18,5.13,3.18,1974
7220,7221,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
16060,16061,1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902
1090,1091,0.9,Good,D,VVS1,62.9,58.0,6.01,6.1,3.81,8239
11060,11061,0.96,Fair,H,I1,68.9,59.0,6.09,5.96,4.15,1773
8607,8608,0.31,Ideal,E,VVS1,61.8,56.0,4.36,4.34,2.69,988
12514,12515,0.96,Premium,H,VS2,61.7,55.0,6.36,6.31,3.91,4529
4010,4011,1.5,Premium,J,VVS2,61.8,60.0,7.33,7.36,4.54,8603
24188,24189,0.74,Ideal,F,VS1,62.3,56.0,5.79,5.76,3.6,3170
7930,7931,0.31,Ideal,D,VVS2,62.0,56.0,4.37,4.34,2.7,982
24314,24315,0.31,Ideal,D,VVS1,62.1,54.0,4.34,4.36,2.7,934
15528,15529,1.26,Premium,E,SI2,60.3,60.0,7.0,6.94,4.2,5058
17739,17740,0.25,Very Good,H,VVS2,63.3,54.0,3.98,4.02,2.52,467
20785,20786,0.55,Very Good,F,SI1,,57.0,5.17,5.21,3.3,1271
17237,17238,1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
13381,13382,1.1,Premium,G,VS1,58.4,60.0,6.85,6.81,3.99,7399
16074,16075,0.93,Premium,H,SI1,61.8,59.0,6.23,6.27,3.86,3816
10977,10978,0.37,Ideal,D,SI1,61.1,57.0,4.63,4.64,2.83,823
23681,23682,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
9729,9730,2.05,Very Good,F,SI2,59.5,58.0,8.26,8.3,4.93,16819
13980,13981,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,1684
7819,7820,0.54,Ideal,I,VS2,60.1,58.0,5.28,5.34,3.19,1266
20775,20776,0.55,Ideal,G,SI1,60.8,56.0,5.3,5.36,3.24,1429
22879,22880,0.34,Premium,E,SI2,61.5,58.0,4.49,4.52,2.77,477
19081,19082,0.46,Fair,D,VS1,67.3,61.0,4.81,4.71,3.21,1166
22666,22667,0.3,Premium,F,VS2,62.2,58.0,4.28,4.31,2.67,605
810,811,0.37,Ideal,G,VS2,62.2,57.0,4.64,4.59,2.87,833
26297,26298,0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907
22829,22830,0.51,Very Good,F,SI2,62.3,55.0,5.13,5.15,3.2,1243
24068,24069,0.57,Ideal,H,VS1,61.3,55.1,5.34,5.42,3.29,1720
224,225,0.44,Ideal,D,VVS1,61.0,57.0,4.91,4.93,3.0,2290
15853,15854,0.32,Very Good,G,VS2,62.4,59.0,4.33,4.36,2.71,561
3846,3847,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1417
5348,5349,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,3629
17147,17148,0.36,Premium,E,VS2,61.3,60.0,4.54,4.59,2.8,789
14991,14992,0.71,Very Good,E,VS1,,60.0,5.65,5.71,3.53,3192
26360,26361,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,558
25903,25904,0.32,Ideal,H,VS1,60.2,56.0,4.44,4.49,2.69,561
1504,1505,1.19,Ideal,E,SI2,61.9,56.0,6.84,6.8,4.22,5598
3018,3019,0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
23436,23437,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,4844
23270,23271,0.31,Premium,H,SI1,62.4,60.0,4.34,4.32,2.7,573
8023,8024,0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,394
21148,21149,0.52,Ideal,E,VVS1,59.9,57.0,5.28,5.24,3.15,2467
16672,16673,0.4,Ideal,D,VVS2,62.0,56.0,4.71,4.74,2.93,1263
15891,15892,1.02,Very Good,F,SI2,60.3,59.0,6.5,6.53,3.93,4241
3261,3262,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56,1792
24157,24158,1.1,Ideal,G,VS1,61.3,54.0,6.69,6.65,4.09,6535
20994,20995,2.01,Very Good,E,SI2,,60.0,8.2,8.24,4.84,17024
19095,19096,0.33,Ideal,F,VS2,62.3,56.0,4.43,4.46,2.77,666
20577,20578,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1637
1771,1772,1.04,Ideal,G,VS1,60.7,55.0,6.57,6.61,4.0,7655
13438,13439,1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,5181
1377,1378,0.34,Ideal,I,IF,61.9,55.0,4.5,4.52,2.79,695
21049,21050,0.41,Ideal,D,VS1,61.3,54.0,4.83,4.8,2.95,1230
9295,9296,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
19489,19490,1.01,Good,G,VS2,62.0,61.0,6.29,6.38,3.93,5497
4159,4160,0.42,Premium,D,SI1,61.5,58.0,4.83,4.8,2.96,970
16286,16287,0.71,Premium,G,SI2,60.8,60.0,5.74,5.78,3.5,2039
8200,8201,1.09,Very Good,H,SI1,61.8,58.0,6.58,6.63,4.08,4784
10076,10077,0.34,Very Good,I,VVS2,61.3,57.0,4.49,4.52,2.76,596
15293,15294,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5533
4217,4218,0.34,Ideal,D,VS2,62.9,56.0,4.5,4.44,2.81,1033
16030,16031,0.73,Ideal,H,IF,62.2,54.0,5.76,5.82,3.6,3301
21367,21368,1.5,Premium,F,SI2,60.8,59.0,7.3,7.36,4.46,9240
22674,22675,0.76,Ideal,D,VS2,61.2,57.0,5.91,5.89,3.61,3384
22450,22451,0.9,Ideal,G,SI1,62.4,57.0,6.15,6.19,3.85,4059
20684,20685,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5164
20981,20982,0.33,Ideal,H,SI2,61.4,55.0,4.47,4.49,2.75,433
21461,21462,1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06,5220
24959,24960,0.77,Ideal,G,SI2,61.2,57.0,5.94,5.98,3.65,2275
19703,19704,0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
24239,24240,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,6409
8319,8320,1.33,Very Good,H,SI2,62.5,58.0,7.04,6.97,4.38,6482
3511,3512,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,17666
20403,20404,1.02,Ideal,E,SI1,60.4,55.0,6.54,6.48,3.93,5278
433,434,0.25,Very Good,F,VVS1,62.2,56.0,4.02,4.03,2.5,633
26891,26892,1.01,Premium,I,VS2,62.5,58.0,6.39,6.44,4.01,4592
20487,20488,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,2505
19615,19616,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9095
25196,25197,1.02,Very Good,H,VS2,60.2,62.0,6.46,6.54,3.91,5335
13110,13111,0.37,Premium,E,VS2,60.2,58.0,4.65,4.68,2.81,757
11229,11230,0.87,Ideal,G,VS2,61.4,55.0,6.15,6.17,3.78,4553
1535,1536,0.4,Ideal,E,SI1,60.5,57.0,4.77,4.81,2.9,737
2878,2879,1.01,Very Good,F,SI1,62.7,56.0,6.39,6.36,4.0,5078
5140,5141,1.01,Ideal,I,VVS1,61.7,56.0,6.42,6.47,3.98,5478
11189,11190,1.54,Fair,I,SI2,65.0,56.0,7.22,7.14,4.67,6375
